FullName,Pace_Total,Shooting_Total,Passing_Total,Dribbling_Total,Defending_Total,Physicality_Total,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,LongPassing,BallControl,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Goalkeeper_Diving,Goalkeeper_Handling, GoalkeeperKicking,Goalkeeper_Positioning,Goalkeeper_Reflexes,ST_Rating,LW_Rating,LF_Rating,CF_Rating,RF_Rating,RW_Rating,CAM_Rating,LM_Rating,CM_Rating,RM_Rating,LWB_Rating,CDM_Rating,RWB_Rating,LB_Rating,CB_Rating,RB_Rating,GK_Rating
Adam Ounas,83,66,69,79,44,63,66,64,51,72,65,80,72,62,65,78,86,80,89,62,81,68,61,71,53,68,77,47,68,71,60,65,28,54,47,8,6,8,7,12,70,73,72,72,72,73,75,75,71,75,64,62,64,61,55,61,16
Marlon Rodrigues Xavier,79,60,62,72,66,74,72,54,43,67,53,70,81,76,64,74,77,81,72,68,83,75,65,83,69,60,78,66,69,35,45,68,70,70,69,11,13,12,8,9,67,67,66,66,66,67,66,70,66,70,74,70,74,73,69,73,19
Denys Garmash,67,74,74,70,67,72,68,73,67,78,52,69,64,68,76,70,66,67,67,75,76,80,59,62,71,81,88,66,73,76,62,72,69,67,64,10,13,8,15,10,73,72,73,73,73,72,73,73,73,73,70,73,70,70,72,70,21
Sebastián Moyano,73,69,68,74,54,72,18,20,12,34,16,23,24,19,30,25,58,48,53,71,53,51,70,38,67,17,34,27,14,32,22,44,26,13,21,73,69,68,72,74,34,31,32,32,32,31,34,34,33,34,34,34,34,33,33,33,73
Junling Yan,72,70,69,74,49,72,16,14,19,30,16,17,20,14,30,24,53,43,33,71,45,52,75,43,72,13,16,25,15,70,21,63,13,13,13,72,70,69,72,74,33,30,32,32,32,30,36,34,37,34,31,33,31,30,30,30,73
Radim Řezník,73,60,65,67,70,77,71,60,75,67,57,67,47,47,64,68,71,74,63,72,68,62,70,76,78,57,76,70,66,64,53,67,68,71,69,11,12,10,12,10,69,67,67,67,67,67,68,70,69,70,72,72,72,73,73,73,20
Fabián Noguera,40,38,46,50,73,84,29,45,78,61,28,37,31,29,52,66,36,43,45,65,51,35,79,80,92,28,70,74,51,38,32,65,71,73,67,7,16,9,13,8,55,47,49,49,49,47,52,51,58,51,63,69,63,65,74,65,19
Alvin Severino Sousa Diniz,69,69,72,73,30,70,73,62,61,75,72,74,71,72,61,75,73,65,66,82,62,77,55,71,77,74,54,33,70,76,66,74,16,31,32,12,16,7,15,9,73,72,73,73,73,72,73,73,71,73,59,56,59,55,48,55,22
Lloyd Kelly,72,40,62,68,74,75,64,34,71,67,35,67,44,42,65,71,68,75,62,70,63,50,71,71,78,41,73,72,58,59,45,69,73,76,74,7,8,8,11,12,61,62,61,61,61,62,64,67,67,67,73,73,73,73,75,73,18
Carlos Augusto Zopolato Neves,67,50,67,70,71,70,72,49,73,72,47,70,54,37,66,72,65,68,69,69,54,51,67,78,67,51,70,70,68,64,43,69,70,72,72,11,12,5,12,13,65,67,65,65,65,67,69,70,71,70,73,72,73,73,73,73,20
Mauro Zárate,72,75,69,79,35,66,66,74,55,73,73,80,79,80,62,79,71,73,81,76,73,78,69,67,65,77,66,36,75,67,74,74,35,30,30,7,16,16,6,12,73,73,73,73,73,73,73,73,70,73,59,58,59,56,50,56,20
Ryan Thomas,71,65,71,76,61,66,66,65,42,75,61,76,62,63,73,77,75,68,75,72,74,68,77,72,60,63,73,72,69,74,63,72,62,58,59,10,12,6,8,9,69,72,71,71,71,72,73,73,73,73,71,71,71,69,65,69,18
Jorman Campuzano,72,40,60,65,72,72,36,30,57,72,42,59,38,41,69,67,74,71,73,70,73,56,73,80,66,47,76,73,35,67,36,68,72,74,74,15,8,15,5,6,55,57,57,57,57,57,63,62,68,62,70,74,70,71,73,71,18
Mark Travers,73,69,70,76,40,73,16,14,15,50,13,13,14,14,44,19,41,38,39,69,47,53,63,30,60,13,23,13,11,47,18,47,14,15,14,73,69,70,73,76,31,28,30,30,30,28,34,32,36,32,29,33,29,28,28,28,74
Saad Bguir,69,70,71,75,33,64,69,71,48,72,57,76,72,74,69,75,71,68,76,71,69,69,57,80,63,70,50,30,73,71,69,68,28,34,37,10,10,13,5,6,71,72,72,72,72,72,73,73,71,73,59,57,59,56,47,56,17
Denis Vavro,64,56,57,60,72,80,40,45,73,69,39,57,45,59,67,64,60,68,56,65,67,78,73,67,86,64,81,72,55,50,57,68,71,71,73,13,12,14,12,13,64,57,60,60,60,57,62,61,65,61,67,71,67,68,75,68,20
Fabrício Sandro Arnoia Sepa,80,65,67,73,27,58,71,65,72,79,62,75,45,48,45,71,78,81,71,71,82,63,54,57,62,64,49,22,77,68,72,72,35,12,11,8,9,15,16,8,73,73,72,72,72,73,73,73,65,73,54,49,54,50,43,50,19
Amir Hadžiahmetović,69,60,70,72,69,74,66,52,63,74,50,72,64,61,70,75,69,69,64,69,70,72,55,84,72,66,69,71,68,70,55,69,66,74,67,7,15,7,14,14,68,68,69,69,69,68,72,72,74,72,73,74,73,73,71,73,20
Stanislav Iljutcenko,73,75,53,65,37,81,50,78,73,64,72,63,46,48,39,70,70,76,65,63,59,78,82,81,87,66,66,38,75,50,65,70,21,44,22,10,16,11,14,9,73,66,68,68,68,66,66,67,61,67,55,54,55,53,53,53,20
Pablo Solari,85,72,62,74,25,66,66,75,60,65,66,74,48,65,52,72,90,80,82,72,70,71,44,72,70,70,56,18,77,63,65,66,26,20,15,11,8,13,14,6,75,73,73,73,73,73,73,74,64,74,54,49,54,50,42,50,19
Vágner Joshua Corraldo Santoso,72,59,63,69,71,63,71,48,59,67,64,66,58,60,51,69,74,71,79,71,77,75,73,76,56,68,64,73,63,59,55,69,71,73,72,14,11,11,11,11,65,66,65,65,65,66,67,68,67,68,73,70,73,73,70,73,20
Kristoffer Zachariassen,77,69,69,71,67,77,62,71,67,75,60,70,57,51,71,73,76,77,73,74,68,69,80,90,72,65,73,67,77,71,59,70,68,68,63,10,14,11,10,12,73,72,73,73,73,72,73,73,73,73,73,73,73,73,71,73,20
Reo Hatate,70,65,72,72,64,67,66,59,52,76,59,73,65,55,75,72,74,66,71,69,82,72,68,79,63,73,60,67,71,73,54,67,65,66,64,5,7,8,12,6,69,70,70,70,70,70,74,73,75,73,71,72,71,70,67,70,16
Mitchell Weiser,71,62,71,77,68,67,71,63,66,75,59,77,69,52,67,76,76,67,83,73,80,58,70,72,63,61,69,69,70,73,58,74,66,68,71,13,15,10,13,9,70,72,71,71,71,72,73,73,73,73,73,72,73,73,70,73,21
Edwin Cardona,47,75,76,73,35,70,76,72,50,74,70,72,82,83,75,82,50,44,64,66,60,82,31,49,84,80,72,38,72,79,65,72,30,34,30,15,10,7,11,15,72,71,72,72,72,71,73,72,72,72,55,59,55,51,50,51,20
Fabian Holland,68,47,65,71,71,72,71,38,63,68,43,69,64,59,65,71,75,62,77,71,82,64,78,83,66,50,71,67,47,54,55,71,72,75,72,11,13,13,8,13,60,63,61,61,61,63,64,67,67,67,73,72,73,73,72,73,20
Emmanuel Gyasi,77,62,65,74,44,68,70,63,52,69,50,74,59,39,54,74,80,75,75,75,76,63,58,76,71,58,54,33,74,68,61,65,48,46,43,8,13,14,12,6,70,72,71,71,71,72,72,73,68,73,63,59,63,61,55,61,19
Francesc Fàbregas i Soler,35,65,80,74,60,49,74,61,57,81,68,74,78,79,80,80,37,34,56,73,67,70,44,32,56,65,54,61,68,84,78,83,67,57,53,6,10,8,15,15,68,68,69,69,69,68,73,71,73,71,64,70,64,62,63,62,21
André Luís Gomes Simões,72,67,70,69,73,73,63,61,70,73,60,67,68,52,73,70,72,72,70,70,74,77,77,77,72,73,69,73,59,73,65,74,71,74,74,11,15,14,12,6,70,68,68,68,68,68,71,71,73,71,73,73,73,73,73,73,20
Carlos Clerc Martínez,84,58,68,72,66,71,73,56,62,69,48,71,75,56,63,73,79,88,76,70,73,64,72,83,69,59,62,68,72,68,50,73,64,68,67,7,14,11,10,14,69,71,70,70,70,71,72,73,71,73,73,71,73,73,69,73,20
Andrés Ibargüen,91,65,68,76,37,46,69,66,52,69,55,76,61,52,64,73,92,90,91,67,82,63,83,49,40,63,46,34,71,72,68,64,51,24,21,9,8,14,14,9,69,73,72,72,72,73,73,73,66,73,57,53,57,54,46,54,18
Filip Krovinović,67,67,74,75,61,63,65,62,54,78,66,72,76,61,74,79,65,68,76,71,75,76,54,68,60,69,68,68,69,78,62,81,63,58,52,13,7,11,5,11,70,71,72,72,72,71,74,74,74,74,69,71,69,67,64,67,18
Casper Højer,76,70,74,70,67,74,77,64,48,74,53,69,80,76,72,71,77,76,69,69,70,85,84,78,73,76,68,69,67,69,59,70,70,68,67,14,12,14,11,11,71,71,70,70,70,71,73,74,73,74,74,73,74,73,70,73,20
Jorge Renato Praceira Diniz,66,40,56,61,76,73,60,36,81,59,28,61,60,52,56,63,64,68,59,64,63,51,66,71,76,38,72,72,42,47,44,46,75,76,77,15,15,15,15,15,57,56,55,55,55,56,57,60,60,60,70,69,70,72,73,72,22
Damir Kreilach,44,74,70,72,64,82,56,75,80,75,70,71,70,76,74,75,48,40,63,79,62,78,90,82,85,73,74,58,76,72,64,74,67,62,55,14,8,8,9,13,73,68,72,72,72,68,73,71,73,71,67,72,67,66,71,66,20
Timothy Fosu-Mensah,67,60,64,66,74,76,64,57,74,72,55,63,60,35,63,68,68,67,70,71,62,69,74,68,78,60,79,73,59,61,48,67,74,76,74,11,8,8,7,11,68,65,65,65,65,65,67,67,69,67,72,73,72,73,76,73,18
Pedro Filipe Rodrigues,59,63,70,72,66,71,59,57,60,74,55,73,67,58,80,75,64,54,62,73,63,73,71,82,67,72,68,67,59,71,55,75,71,65,61,13,12,9,14,9,67,67,68,68,68,67,72,71,75,71,70,73,70,69,69,69,21
Lewis Travis,69,59,65,69,71,76,61,58,63,72,43,70,55,42,68,70,72,67,61,72,74,69,72,88,68,59,82,68,57,65,49,69,72,73,73,12,6,7,13,12,67,66,66,66,66,66,69,70,71,70,73,74,73,73,73,73,19
Alessandro Diamanti,56,68,77,73,33,65,77,60,54,80,74,74,74,68,74,76,61,52,67,65,69,76,48,66,69,75,60,30,75,75,68,73,32,32,28,14,7,10,14,11,70,71,71,71,71,71,73,73,72,73,57,58,57,53,48,53,19
Angelo Stiller,66,56,74,72,68,67,64,49,63,79,45,70,66,66,76,75,65,66,73,65,73,66,69,77,62,65,64,68,61,76,42,72,68,71,68,7,14,5,9,9,65,67,67,67,67,67,72,71,75,71,72,74,72,71,70,71,18
Franco Fragapane,88,66,68,76,36,54,63,64,43,71,69,76,73,63,67,72,89,87,91,67,89,69,68,74,53,66,27,50,64,67,69,74,36,28,23,9,11,10,12,10,68,72,70,70,70,72,73,73,68,73,60,56,60,56,46,56,19
Jon Gorenc Stanković,45,46,59,65,75,77,41,44,72,70,39,64,52,29,64,72,44,45,49,67,52,59,55,81,81,38,69,76,53,64,40,75,77,75,74,9,10,12,8,7,60,57,59,59,59,57,63,62,68,62,69,74,69,70,74,70,17
Marcos Antonio Silva Santos,84,65,71,77,59,48,64,65,43,74,53,76,66,47,77,76,85,83,90,74,72,65,53,71,44,70,30,64,75,74,47,75,67,54,52,13,11,14,11,14,70,75,73,73,73,75,77,76,75,76,70,67,70,68,59,68,21
Joshua Zirkzee,69,74,63,75,20,70,55,77,58,70,67,76,68,66,45,79,68,69,66,69,60,73,66,63,84,71,43,14,73,70,67,74,20,14,16,6,11,12,8,14,75,71,73,73,73,71,74,71,65,71,50,47,50,46,41,46,18
Junior Sambia,73,69,71,73,69,70,74,64,62,71,59,74,73,76,69,72,69,76,76,67,69,85,78,76,68,71,63,70,68,68,59,69,66,73,68,9,11,14,11,16,72,71,70,70,70,71,72,73,72,73,73,72,73,73,71,73,20
Bartosz Bereszyński,84,56,64,69,67,73,67,50,60,68,56,68,60,50,62,70,83,85,73,68,72,64,69,84,68,60,71,67,60,60,50,69,66,69,68,9,8,16,7,15,66,67,66,66,66,67,68,70,68,70,73,70,73,73,70,73,18
Ahmed Hassan,54,74,57,69,32,78,34,75,82,69,72,69,58,44,53,71,55,53,71,70,49,79,63,66,85,65,77,39,78,65,74,76,23,23,25,15,14,8,14,11,73,65,70,70,70,65,70,66,65,66,50,54,50,48,52,48,21
Munir Mohand Mohamedi,73,72,68,75,47,73,21,19,23,30,13,19,25,16,33,31,48,45,43,67,44,51,65,43,77,11,27,22,15,42,25,50,15,21,18,73,72,68,73,75,35,30,32,32,32,30,34,34,34,34,32,34,32,32,33,32,73
Jaime Seoane Valenciano,71,72,72,74,66,75,68,72,65,73,55,73,73,76,71,76,74,69,74,69,79,74,68,78,75,71,75,67,74,73,73,76,65,69,61,10,11,5,11,15,74,72,73,73,73,72,75,75,75,75,72,73,72,71,70,71,20
Stef Peeters,54,71,77,69,63,72,75,65,63,78,76,71,81,78,76,73,62,48,53,68,62,78,68,76,69,78,76,68,69,78,68,74,63,61,56,12,13,13,14,7,71,69,70,70,70,69,73,73,73,73,69,72,69,68,67,68,20
Daniel Bentley,77,66,69,73,46,72,18,11,11,43,13,17,12,12,26,30,48,43,51,72,41,52,75,31,67,13,24,22,12,50,22,55,30,11,13,77,66,69,72,73,32,31,32,32,32,31,36,34,35,34,32,34,32,31,32,31,74
Joe Bryan,76,63,70,68,70,74,76,60,67,69,45,66,71,62,70,68,77,75,76,65,86,72,90,79,71,66,71,72,67,69,61,64,66,72,70,13,14,14,9,14,69,69,68,68,68,69,70,72,71,72,73,72,73,73,72,73,20
Sven Michel,74,74,66,74,34,73,67,76,54,72,74,74,72,59,54,74,76,72,76,74,74,78,73,78,72,69,68,32,75,64,63,67,34,31,22,11,11,11,7,11,73,73,73,73,73,73,73,73,68,73,58,56,58,54,50,54,19
Birger Verstraete,65,61,73,71,68,70,67,48,64,75,44,70,71,75,75,69,72,60,80,73,78,78,80,82,56,72,88,74,56,72,81,69,65,69,68,11,14,14,10,12,65,67,66,66,66,67,71,70,74,70,73,74,73,72,71,72,21
Mahmut Tekdemir,51,59,66,69,73,69,59,53,68,74,48,67,58,48,71,72,52,51,65,74,74,71,81,69,66,62,75,72,67,63,50,74,73,76,72,8,11,15,16,15,66,64,66,66,66,64,69,67,72,67,71,73,71,71,73,71,21
Michel David Cruceiro Muscato,60,64,68,64,71,78,69,53,65,74,53,62,66,71,69,71,58,61,59,66,46,81,52,86,78,75,74,74,56,56,74,73,72,72,65,10,9,13,9,9,66,64,64,64,64,64,66,67,70,67,73,73,73,72,73,72,18
Phil Jones,37,50,60,55,74,66,58,44,76,69,49,55,38,35,66,54,41,34,52,68,48,68,79,28,75,49,86,74,42,54,50,60,73,75,74,10,8,6,16,11,57,52,53,53,53,52,57,55,61,55,62,69,62,64,73,64,19
Denys Popov,63,38,48,57,74,74,29,38,80,68,28,56,22,21,63,57,60,66,53,68,59,42,77,64,76,40,80,70,25,34,37,64,73,75,74,7,15,7,13,9,54,50,50,50,50,50,54,54,58,54,65,70,65,68,75,68,19
Simon Deli,69,46,51,63,74,80,28,37,71,62,52,64,52,51,66,65,62,75,54,66,37,66,71,72,85,46,78,72,38,44,50,76,74,75,73,11,8,8,12,10,60,54,56,56,56,54,58,58,62,58,67,71,67,69,73,69,18
Juan Cruz Álvaro Armada,73,40,63,64,73,72,65,34,67,78,30,58,59,31,64,72,76,70,68,75,54,57,69,78,70,39,71,72,35,45,48,54,73,76,74,14,11,7,11,14,58,60,58,58,58,60,62,65,66,65,73,73,73,73,73,73,21
José Artur de Lima Junior,62,51,64,70,69,79,51,48,61,70,42,67,49,59,75,73,57,66,77,68,68,59,62,84,76,49,84,68,66,62,57,67,69,71,69,6,6,10,13,5,64,63,64,64,64,63,68,68,71,68,70,74,70,70,72,70,16
Guto Ramón Costinho Ribeiro,62,37,56,61,74,74,38,32,73,69,33,58,41,35,63,66,59,64,51,68,64,52,74,68,77,32,74,72,39,53,44,67,73,75,74,10,10,12,14,12,56,54,55,55,55,54,58,59,63,59,67,72,67,69,73,69,20
Hörður Magnússon,69,50,68,61,74,74,67,45,72,72,33,64,71,61,76,57,63,74,52,73,55,67,72,72,77,58,70,74,24,55,39,67,76,74,72,10,5,5,10,10,59,59,57,57,57,59,61,63,66,63,72,73,72,73,74,73,18
Sven Kums,47,69,75,72,70,66,75,66,62,77,67,70,76,74,76,76,54,42,68,70,73,73,59,72,63,71,69,75,66,73,68,81,74,67,62,10,14,15,14,7,69,69,69,69,69,69,73,71,73,71,71,73,71,70,70,70,20
Manuel Agudo Durán,58,74,76,73,45,60,73,76,56,79,65,74,83,76,69,71,64,53,73,79,73,71,61,49,61,75,73,50,78,79,74,77,49,39,27,10,15,12,8,8,73,73,73,73,73,73,73,73,73,73,60,62,60,56,55,56,20
Facundo Torres,81,70,70,73,38,54,69,69,61,73,67,75,71,60,66,73,83,80,83,69,64,72,67,67,54,72,32,35,72,69,58,57,37,35,30,8,9,10,6,8,72,73,73,73,73,73,75,74,69,74,60,55,60,57,48,57,17
Gaëtan Charbonnier,31,75,68,72,36,66,57,77,77,74,71,74,63,59,59,79,30,32,46,76,47,76,46,54,82,71,47,28,79,78,72,78,27,43,20,11,13,11,8,16,73,68,72,72,72,68,73,69,71,69,51,56,51,48,51,48,21
Tomáš Čvančara,74,71,56,69,25,75,44,74,76,68,71,70,52,43,45,73,72,75,66,72,47,68,61,64,83,64,72,17,78,61,72,67,21,20,19,10,15,12,8,13,75,69,71,71,71,69,71,69,63,69,49,49,49,47,47,47,20
Facundo Garcés,60,37,54,56,74,77,38,31,70,68,26,51,36,33,60,57,59,61,61,70,48,55,74,69,81,29,78,71,43,53,49,70,75,75,73,7,6,9,12,13,55,52,53,53,53,52,56,56,61,56,66,71,66,68,75,68,18
Peter Pekarík,66,40,63,73,71,65,72,35,44,70,35,73,67,39,61,74,64,68,73,72,77,56,62,69,62,30,67,70,57,49,49,73,75,75,78,12,12,15,9,10,58,63,61,61,61,63,64,68,66,68,73,72,73,73,71,73,20
Javier García,75,68,75,79,37,72,11,11,12,13,14,11,13,13,12,15,37,37,38,62,43,56,66,32,38,14,17,24,10,53,19,32,20,14,11,75,68,75,72,79,26,22,25,25,25,22,26,25,26,25,25,25,25,25,25,25,73
Wesley Saïd,74,73,67,76,29,58,64,75,64,71,71,76,59,52,65,73,75,73,84,75,84,74,61,66,60,72,44,23,76,69,60,73,28,25,23,11,9,12,12,14,73,73,73,73,73,73,73,73,68,73,55,52,55,52,44,52,21
Nicolás Júlio Formido Paiva,68,65,75,74,34,67,74,57,71,75,55,74,81,76,73,75,71,65,75,78,59,71,61,68,73,75,54,54,73,75,69,72,18,29,21,9,8,8,7,12,72,72,72,72,72,72,73,73,73,73,59,59,59,56,51,56,19
Ferdi Kadioglu,80,63,72,78,65,65,69,60,59,76,59,79,72,64,66,77,81,80,83,74,84,69,62,81,60,68,59,65,66,73,52,69,66,65,68,10,13,11,11,5,71,74,73,73,73,74,76,76,74,76,74,71,74,73,68,73,19
Amaral Alves Marcos Vinicius,73,73,48,63,29,82,42,76,82,56,62,65,65,47,38,65,73,73,59,72,34,75,84,75,90,66,70,15,76,43,65,66,35,15,24,5,7,7,8,5,73,64,67,67,67,64,64,64,56,64,49,47,49,48,49,48,16
Joseph Okumu,78,41,56,63,73,76,59,37,78,61,42,58,45,39,60,68,71,84,64,68,68,47,78,75,80,42,68,73,46,50,45,65,72,73,69,7,9,13,14,8,60,59,57,57,57,59,60,63,63,63,71,70,71,73,75,73,18
Sergi Gómez Solà,58,46,61,61,74,72,45,40,71,71,39,57,52,42,68,69,64,53,54,72,44,58,78,63,76,48,71,74,52,63,40,68,75,75,74,15,16,11,11,7,60,58,59,59,59,58,63,62,68,62,68,73,68,70,73,70,21
Aleix García Serrano,65,69,72,75,64,63,60,70,51,77,56,73,70,69,76,76,67,63,75,69,85,72,63,67,62,72,60,63,67,75,54,74,63,70,62,16,8,9,10,7,70,71,71,71,71,71,75,73,75,73,69,71,69,68,66,68,19
Benjamin Verbič,81,70,66,76,44,68,57,71,65,72,65,77,63,63,66,75,83,79,78,72,78,72,71,65,67,69,71,36,74,68,64,70,48,40,35,15,11,13,6,12,73,73,73,73,73,73,73,73,70,73,60,60,60,58,56,58,20
Charalampos Lykogiannis,82,68,67,67,68,73,69,62,52,70,55,69,71,73,67,72,75,87,48,66,51,84,61,72,82,74,56,70,63,58,58,64,67,72,69,9,7,10,14,12,71,68,69,69,69,68,69,71,70,71,73,71,73,72,70,72,19
Mathias Autret,63,70,75,73,42,59,75,71,48,77,64,75,63,70,76,72,62,64,72,70,78,76,67,54,62,65,55,53,75,73,62,64,26,49,40,10,6,13,10,12,71,72,72,72,72,72,73,73,72,73,61,62,61,58,53,58,18
Younès Belhanda,72,71,76,76,59,67,74,70,67,77,69,77,76,75,74,77,72,72,70,69,78,73,73,73,61,70,75,60,70,79,80,72,55,59,58,15,16,11,6,16,73,73,73,73,73,73,73,73,73,73,70,70,70,68,65,68,21
Patrick Pentz,71,69,74,75,53,73,19,13,16,31,15,15,15,13,20,25,52,55,62,68,54,56,68,42,63,14,26,19,20,58,24,37,17,19,18,71,69,74,73,75,33,31,32,32,32,31,35,34,34,34,32,32,32,32,31,32,74
Adrián Marín Gómez,72,48,67,69,70,70,73,43,59,72,50,68,65,40,70,72,71,73,70,69,60,63,72,72,70,42,69,72,58,57,42,68,69,71,73,9,14,14,8,8,63,65,63,63,63,65,66,69,69,69,74,72,74,73,72,73,18
Lucas Menossi,75,62,71,74,66,70,63,49,43,76,71,71,67,68,74,73,76,74,88,75,88,75,81,92,56,75,74,72,68,69,57,67,71,66,62,10,8,14,10,9,67,70,69,69,69,70,73,73,73,73,73,73,73,72,68,72,19
Lucas Villalba,80,58,67,71,73,75,75,50,65,68,60,70,50,59,65,71,81,80,76,70,68,70,82,69,76,66,79,77,69,65,42,70,71,74,73,8,10,14,13,15,69,69,68,68,68,69,70,72,70,72,73,73,73,73,73,73,20
Luca Orellano,90,70,63,78,33,59,66,67,49,67,69,78,66,71,55,77,91,90,90,62,87,79,69,74,56,73,47,27,66,55,52,70,29,35,39,10,13,7,13,11,71,73,71,71,71,73,72,73,65,73,60,53,60,57,47,57,19
Selim Amallah,68,75,72,74,63,75,70,72,64,72,72,77,73,74,74,74,69,67,71,70,57,78,69,74,76,79,77,66,71,72,79,72,62,62,57,13,10,10,8,14,74,72,73,73,73,72,75,74,74,74,70,71,70,68,68,68,20
Matt Grimes,62,59,75,71,65,67,73,52,39,79,49,68,72,68,76,73,60,63,77,74,76,69,64,91,56,66,64,71,53,73,60,65,63,72,68,16,15,6,7,15,62,67,66,66,66,67,71,72,74,72,74,74,74,72,67,72,22
Valentin Eysseric,65,70,76,75,50,65,76,66,52,76,68,75,79,79,76,77,67,64,76,69,70,74,54,70,63,76,66,59,73,76,71,70,50,49,29,9,13,10,11,8,71,73,72,72,72,73,73,73,73,73,65,66,65,61,57,61,19
Gastón Gómez,73,68,73,75,35,73,13,5,23,30,9,20,22,10,28,26,37,33,29,67,41,55,67,35,75,6,30,22,9,48,16,47,20,21,20,73,68,73,73,75,30,25,28,28,28,25,31,30,33,30,30,33,30,30,34,30,74
Carl Starfelt,73,31,53,68,73,76,27,25,73,72,26,68,33,24,64,69,70,75,63,68,66,52,78,75,75,23,77,74,32,52,39,69,73,74,71,8,15,13,7,8,55,55,56,56,56,55,60,61,64,61,69,73,69,70,75,70,18
Vítor Manuel Carvalho Oliveira,75,72,61,71,28,80,58,74,71,66,70,73,55,48,59,72,76,75,66,72,70,75,76,73,81,67,85,36,73,60,65,65,19,22,15,5,8,6,9,15,75,70,71,71,71,70,71,71,65,71,54,54,54,51,49,51,18
Sebastian Polter,70,72,53,61,35,85,51,75,81,58,67,60,44,41,50,64,64,75,54,72,48,77,77,74,92,62,84,30,76,53,71,69,35,30,13,6,14,13,8,12,73,64,67,67,67,64,65,65,60,65,52,53,52,50,53,50,19
Braian Samudio,81,70,63,74,39,72,61,73,85,68,52,75,49,43,58,75,80,81,74,69,69,72,90,90,70,63,49,39,72,70,72,67,37,30,24,6,11,14,9,9,74,72,73,73,73,72,73,74,69,74,60,57,60,58,53,58,18
Yari Verschaeren,71,67,72,79,44,47,68,67,39,77,62,79,75,68,70,77,73,69,89,66,86,67,71,64,38,72,43,47,63,70,63,71,41,48,35,15,6,12,10,7,67,72,71,71,71,72,75,74,71,74,62,60,62,58,50,58,18
Jordan Torunarigha,85,34,63,65,74,74,56,33,77,69,26,67,34,25,73,62,82,88,62,61,64,42,74,70,78,25,68,75,50,69,42,70,71,76,75,5,7,13,5,11,58,61,59,59,59,61,64,67,67,67,72,73,72,74,75,74,15
Iñigo Córdoba Kerejeta,81,71,70,76,63,68,72,71,51,70,65,76,74,63,65,75,84,78,82,71,76,70,67,71,66,72,71,52,71,72,69,74,68,68,69,13,8,12,13,8,72,74,73,73,73,74,75,75,72,75,72,69,72,71,67,71,19
Karlan Grant,86,73,62,72,33,65,66,74,62,66,65,73,63,63,43,72,85,87,73,71,63,75,72,76,71,72,35,29,74,67,75,63,40,23,24,11,10,13,15,14,75,73,73,73,73,73,73,73,64,73,58,51,58,55,47,55,21
Juan Álvarez,79,67,68,74,40,67,72,65,53,67,58,76,64,52,67,70,80,79,79,70,76,69,68,76,68,68,53,33,73,72,67,71,48,35,33,10,8,7,13,6,70,72,71,71,71,72,73,73,69,73,61,58,61,58,51,58,18
Julio Alberto Barroso,64,56,57,61,75,76,48,56,72,64,47,54,32,54,63,65,65,63,66,73,72,63,92,76,81,51,57,74,50,58,66,72,77,74,72,11,16,8,9,10,64,59,60,60,60,59,62,62,65,62,69,72,69,71,73,71,20
László Bénes,60,70,78,74,47,61,78,64,38,79,75,74,78,77,77,77,67,55,76,72,77,78,59,70,61,76,52,49,66,76,63,60,40,54,50,12,10,9,9,9,69,72,71,71,71,72,75,74,75,74,66,65,66,62,55,62,19
Vincent Janssen,75,71,60,68,39,82,35,70,72,72,63,67,54,45,58,70,75,75,69,75,58,80,71,72,88,66,83,19,75,72,75,74,45,37,37,13,7,11,15,16,73,68,72,72,72,68,73,69,67,69,55,58,55,54,56,54,22
Gaël Clichy,72,43,68,73,71,64,73,34,64,74,59,74,63,38,72,72,72,72,76,66,74,52,70,73,63,43,54,74,68,59,45,73,72,72,70,10,11,9,11,6,63,66,64,64,64,66,69,72,71,72,73,73,73,73,72,73,19
Callum O'Hare,81,58,69,77,63,66,62,59,51,73,55,78,63,52,71,73,84,79,83,73,87,54,81,90,47,56,79,64,74,72,58,69,64,67,61,11,7,11,14,15,67,72,71,71,71,72,75,76,74,76,73,72,73,71,66,71,20
Ignatius Ganago,81,73,59,73,34,67,62,74,65,67,60,72,59,56,54,73,80,82,77,67,78,79,67,67,75,69,48,45,73,48,66,70,39,17,14,9,10,8,8,13,75,70,71,71,71,70,70,71,63,71,56,53,56,53,48,53,18
Pathé Ciss,63,56,61,62,71,82,48,55,75,73,32,60,33,30,68,67,65,61,56,69,58,70,83,88,81,51,78,70,64,60,40,60,67,74,72,13,5,11,14,13,67,61,64,64,64,61,66,66,70,66,70,73,70,71,73,71,20
Paolo Goltz,54,55,65,58,72,78,57,48,77,70,52,56,70,67,70,60,53,55,54,72,52,70,76,68,80,58,86,73,46,61,66,72,72,71,72,13,14,7,15,7,62,57,59,59,59,57,62,61,66,61,68,73,68,69,73,69,21
Deniz Türüç,74,71,73,74,57,70,74,65,52,73,64,73,82,73,73,74,75,74,77,72,76,79,65,77,69,78,67,64,65,72,74,73,51,61,55,10,11,16,11,13,71,72,71,71,71,72,73,73,73,73,70,69,70,68,64,68,20
